,x,y,z,cluster,last name,given name,citation
0,0.990442156791687,0.3075840473175049,0.5499808192253113,3,Hassan,Ahmed E.,For contributions to the quality assurance of large scale software systems
1,0.6563668251037598,0.16714856028556824,0.5248043537139893,1,Pothen,Alex,"For contributions to and leadership in combinatorial scientific computing
"
2,0.516647219657898,0.0375121533870697,0.688156008720398,7,Kemper,Alfons,"For contributions to database management system technology
"
3,0.5234633684158325,0.31619903445243835,0.20891854166984558,1,Anandkumar,Anima,For contributions to tensor methods for probabilistic models and neural operators
4,0.411665141582489,0.6053488850593567,0.8512691259384155,4,Sabharwal,Ashutosh,For the invention of full-duplex wireless and open-source wireless research platforms
5,0.9520398378372192,0.3337481617927551,0.4631386995315552,3,Curtis,Bill,"For contributions to software process,  software measurement, and human factors in software engineering"
6,0.5829850435256958,0.776572585105896,0.19561871886253357,5,Barak,Boaz,"For contributions to theoretical computer science, in particular cryptography and computational complexity, and service to the theory community"
7,0.685461699962616,0.694868266582489,0.32702022790908813,5,de Supinski,Bronis R.,For contributions to the design of large-scale systems and their programming systems and software
8,0.04004010558128357,0.6077938079833984,0.30585676431655884,2,Kuo,Chung C,"For contributions to technologies, applications, and mentorship in visual computing"
9,0.4204871952533722,0.6060441732406616,0.1039070188999176,8,Daskalakis,Constantinos,"For fundamental contributions to algorithmic game theory, mechanism design, sublinear algorithms and theoretical machine learning"
10,0.4858643412590027,0.2748029828071594,0.3007548451423645,1,Cortes,Corinna,"For theoretical and practical contributions to machine learning, industrial leadership, and service to the field"
11,0.04036599397659302,0.5828198194503784,0.2704407572746277,2,Gotsman,Craig,"For contributions to computer graphics, geometry processing, and visual computing
"
12,0.009819000959396362,0.4950064718723297,0.07387283444404602,2,Mount,David M,For contributions to algorithms and data structures for geometric data analysis and retrieval
13,0.015523403882980347,0.5690264701843262,0.2520511746406555,2,Zorin,Denis,"For contributions to computer graphics, geometry processing, and scientific 
computing"
14,0.36625468730926514,0.37528640031814575,0.7633059024810791,4,Yu,Dong,"For contributions in speech processing and deep learning applications
"
15,0.38879263401031494,0.30377793312072754,0.5673844814300537,9,Chi,Ed H.,"For contributions to machine learning and data mining techniques for social computing and recommender systems
"
16,0.994171142578125,0.44537898898124695,0.5364088416099548,3,Koushanfar,Farinaz,"For contributions to secure computing and privacy-preserving machine learning
"
17,0.33452922105789185,0.30156606435775757,0.39744699001312256,9,Li,Hang,For contributions to machine learning for search and dialogue
18,0.9188623428344727,0.41346102952957153,0.5461095571517944,3,Hicks,Michael W,"For contributions to programming language design and implementation, program analysis, and software security."
19,0.4616512954235077,0.32796353101730347,0.24206677079200745,9,Xing,Eric,"For contributions to algorithms, architectures, and applications in machine learning
"
20,0.2210286557674408,0.7015780210494995,0.5109068751335144,2,Sullivan,Gary J.,For contributions to video and image compression and leadership in its standardization
21,0.37471285462379456,0.5020744204521179,0.3415129780769348,9,Navarro,Gonzalo,For theoretical and practical contributions to the fields of text searching and compact data structures
22,0.43602484464645386,0.6574458479881287,0.7090778946876526,4,Zheng,Haitao,For contributions to wireless networking and mobile computing
23,0.21205070614814758,0.7450805902481079,0.8431705236434937,4,Ishii,Hiroshi,For contributions to tangible user interfaces and to human-computer interaction
24,0.8585687875747681,0.25722232460975647,0.5503661632537842,3,Mei,Hong,"For contributions to software engineering research and translation, and establishing  research standards in China"
25,0.32882678508758545,0.3572089672088623,0.4287131428718567,9,Teevan,Jaime,"For contributions to human-computer interaction, information retrieval, and productivity"
26,0.2726782262325287,0.6463508605957031,0.8588669300079346,4,Hong,Jason,For contributions to ubiquitous computing and to usable privacy and security
27,0.4196997582912445,0.9981876611709595,0.5367717146873474,0,Stasko,John,"For contributions to the design, analysis, usage, and evaluation of software and information visualization"
28,0.46563565731048584,0.36228078603744507,0.4151575267314911,9,Deb,Kalyanmoy,"For technical contributions in evolutionary  multi-objective optimization algorithms and multi-criterion decision support
"
29,0.1888541579246521,0.626911997795105,0.9017661809921265,4,Toyama,Kentaro,For contributions to the innovation and critique of digital technology for socio-economic development and social justice
30,0.38194000720977783,0.7257933616638184,0.638502836227417,4,Fu,Kevin,"""For contributions to computer security, and especially to the secure engineering of medical devices.""
"
31,0.815555989742279,0.41573652625083923,0.6961187124252319,3,Ceze,Luis H,For contributions to developing new architectures and programming systems for emerging applications and computing technologies
32,0.4181133508682251,1.0,0.536226749420166,0,Agrawala,Maneesh,"For contributions to visual communication through computer graphics, human-computer interaction, and information visualization"
33,0.8299826383590698,0.413876473903656,0.6731565594673157,3,Hermenegildo,Manuel V,"For contributions to program analysis, verification, parallelism, logic programming, and the IMDEA Software Institute"
34,0.14101451635360718,0.3868906497955322,0.25599998235702515,2,Pollefeys,Marc,"For contributions to geometric computer vision and applications to AR/VR/MR, robotics, and autonomous vehicles"
35,0.23664136230945587,0.6380550861358643,0.7905721664428711,4,Beaudouin-Lafon,Michel,"For contributions to human-computer interaction, instrumental interaction and generative theory, and community leadership"
36,0.45656925439834595,0.1545826494693756,0.43398478627204895,9,Chawla,Nitesh,"For contributions to machine learning research for imbalanced data, graphs, and interdisciplinary innovations"
37,0.5350231528282166,0.1268296241760254,0.729742705821991,7,Boncz,Peter,"For contributions to the design of columnar, main-memory, and vectorized database systems"
38,0.801458477973938,0.5832824110984802,0.07939141988754272,5,Qureshi,Moinuddin,For contributions to memory hierarchy design
39,0.7584503889083862,0.4359755516052246,0.8349217176437378,6,Atienza Alonso,David,For contributions to the design of high-performance integrated systems and ultra-low power edge circuits and architectures
40,0.6526042819023132,0.5544309020042419,0.831439733505249,6,Henkel,Joerg,For contributions to hardware/software co-design of power and thermal efficient embedded computing
41,0.5493797063827515,0.604296088218689,0.17669841647148132,5,Khuller,Samir,For contributions to algorithm design with real-world implications and for mentoring and community-building
42,0.1425943672657013,0.38066571950912476,0.25898900628089905,2,Soatto,Stefano,For contributions to the foundations and applications of visual geometry and visual representations learning
43,0.5574966669082642,0.6113350987434387,0.8080735206604004,6,Marculescu,Radu,"For contributions to low-power and communication-based design of embedded systems
"
44,0.5402781367301941,0.7578704953193665,0.23312363028526306,5,Pass,Rafael,"For contributions to the foundations of cryptography
"
45,0.42083048820495605,0.5331546068191528,0.7685237526893616,4,Chandra,Ranveer,"For contributions to software-defined wireless networking and applications to agriculture and rural broadband
"
46,0.15064576268196106,0.5278251767158508,0.37184402346611023,2,Vidal,Rene,For contributions to subspace clustering and motion segmentation in computer vision
47,0.7697228193283081,0.5528524518013,0.07105275988578796,5,Irani,Sandy,For contributions to the theory of online algorithms and quantum complexity theory
48,0.24653859436511993,0.7716957330703735,0.08430519700050354,8,Elbaum,Sebastian,"For contributions to the analysis and testing of evolving systems and robotic systems
"
49,0.38497892022132874,0.6400066614151001,0.9003821015357971,4,Helal,Sumi,"For contributions to mobile and pervasive computing, and their applications in graceful aging and accessibility"
50,0.6489419341087341,0.4196818470954895,0.7905408143997192,6,Sherwood,Tim,For contributions to computer system security and performance analysis
51,0.61224764585495,0.7516706585884094,0.578071117401123,0,Hoefler,Torsten,"For foundational contributions to High Performance Computing and the application of HPC techniques to machine learning
"
52,0.2368900626897812,0.7413883209228516,0.5138877034187317,2,Zhu,Wenwu,"For contributions to multimedia networking and network representation
"
53,0.7298285961151123,0.4157416820526123,0.40233343839645386,1,Lin,Jimmy,"For contributions to question answering, information retrieval, and natural language processing
"
54,0.12285232543945312,0.5772982835769653,0.36500823497772217,2,Yu,Yizhou,For contributions to computer graphics and computer vision
55,0.4833733141422272,0.6283270716667175,0.7640637755393982,4,Fang,Yuguang,For contributions to wireless networks and mobile computing
56,0.9407273530960083,0.37764570116996765,0.5099399089813232,3,Su,Zhendong,For contributions to software testing and analysis
57,0.28715768456459045,0.6866574883460999,0.8691076040267944,4,Dey,Anind,For contributions to ubiquitous computing and large-scale behavioral studies
58,0.5570336580276489,0.4459894895553589,0.16607952117919922,5,Gupta,Anupam,"For contributions to approximation algorithms, online algorithms, stochastic algorithms and metric embeddings"
59,0.7329325675964355,0.1871841847896576,0.2897642254829407,1,Sistla,Aravinda P,"For contributions to verifying concurrent programs, probabilistic systems, security and database systems"
60,0.1738174557685852,0.7355770468711853,0.8909181952476501,4,Friedman,Batya,For contributions to human values in the technical design process
61,0.2767013907432556,0.5889239311218262,0.07707244157791138,8,Nebel,Bernhard,"For contributions to knowledge representation and reasoning, automatic planning, and their applications in robotics
"
